razao_social,id,ticket,atendente,nome_fantasia,cnpj,cliente,status,data_abertura,card,tipo,titulo,meu_duvida,Bug,melhoria,churn,funcionalidade,impeditivo,sistema,descricao,chamado,hora,data_fechamento,hora_fechamento
Hoist Locacoes,1,1001,Sem Nome,NULL,50140116000102.0,NULL,fechado,2024-08-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,kitcomposicao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
JMR Locacoes de Equipamentos,2,1002,Sem Nome,NULL,23230454000154.0,NULL,fechado,2024-08-22,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Parcelamento CAP e do CAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL
JMR Locacoes de Equipamentos,3,1003,Sem Nome,NULL,23230454000154.0,NULL,fechado,2024-08-29,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Preservacao da sequencia numerica do sistema anterior,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BBZIN ARTIGOS PARA BEBES LTDA,4,1004,Sem Nome,NULL,4686709000143.0,1.0,fechado,2024-08-30,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Reserva de locacao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LM Locacoes e Servicos Ltda,5,1005,Sem Nome,NULL,51671401000104.0,NULL,fechado,2024-08-30,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LM Locacoes e Servicos Ltda,6,1006,Sem Nome,NULL,51671401000104.0,NULL,fechado,2024-08-30,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Accesslift (ACESS LIFT LOCACAO),7,1007,Sem Nome,NULL,20504105000195.0,NULL,fechado,2024-09-02,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BBZIN ARTIGOS PARA BEBES LTDA,8,1008,Sem Nome,NULL,4686709000143.0,1.0,fechado,2024-09-02,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Campo 'vendedor' no pedido,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Elcio Jose Costenaro,9,1009,Sem Nome,NULL,46077358000113.0,NULL,fechado,2024-09-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Elcio Jose Costenaro,10,1010,Sem Nome,NULL,46077358000113.0,NULL,fechado,2024-09-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Solicitacao de compra,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ObaObra Locacao,11,1011,Sem Nome,NULL,5984212000174.0,NULL,fechado,2024-09-04,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Checklist,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ObaObra Locacao,12,1012,Sem Nome,NULL,5984212000174.0,NULL,fechado,2024-09-04,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,"Ficha produto, com historico mant e valores",NULL,NULL,NULL,NULL,NULL,NULL,NULL
ObaObra Locacao,13,1013,Sem Nome,NULL,5984212000174.0,NULL,fechado,2024-09-04,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Funil de vendas,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOCABEL  LOCADORA BETINENSE DE EQUIPAMENTOS PARA CONSTRUCAO LTDA,14,1014,Sem Nome,NULL,24995867000192.0,NULL,fechado,2024-09-05,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOCABEL  LOCADORA BETINENSE DE EQUIPAMENTOS PARA CONSTRUCAO LTDA,15,1015,Sem Nome,NULL,24995867000192.0,NULL,fechado,2024-09-05,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao com Whatsapp,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOCMAC,16,1016,Sem Nome,NULL,33667421000120.0,NULL,fechado,2024-09-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOCMAC,17,1017,Sem Nome,NULL,33667421000120.0,NULL,fechado,2024-09-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Notificacao de vencimento,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4T Locadora  Cassiano dos Santos,18,1018,Sem Nome,NULL,40351990000127.0,1.0,fechado,2024-09-19,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,19,1019,Sem Nome,NULL,57411875000101.0,1.0,fechado,2024-10-01,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,20,1020,Sem Nome,NULL,57411875000101.0,1.0,fechado,2024-10-01,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Notificacao de vencimento,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,21,1021,Sem Nome,NULL,57411875000101.0,1.0,fechado,2024-10-01,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,22,1022,Sem Nome,NULL,57411875000101.0,1.0,fechado,2024-10-01,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Renovacao automatica,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CACHOEIRA CRISTAL MT LTDA,23,1023,Sem Nome,NULL,28711131000104.0,NULL,fechado,2024-10-07,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,kitcomposicao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CACHOEIRA CRISTAL MT LTDA,24,1024,Sem Nome,NULL,28711131000104.0,NULL,fechado,2024-10-07,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Parcelamento CAP e do CAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FERNANDA CRISTINA DE BORBA,25,1025,Sem Nome,NULL,20040270000133.0,NULL,fechado,2024-10-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,kitcomposicao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HSMAQ LOCACAO DE EMPILHADEIRAS LTDA,26,1026,Sem Nome,NULL,45651473000197.0,NULL,fechado,2024-10-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rv equipamentos,27,1027,Sem Nome,NULL,49124185000135.0,NULL,fechado,2024-10-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Nivel de acesso para os usuarios,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MACHINE ELEVATOR LTDA,28,1028,Sem Nome,NULL,28030792000166.0,NULL,fechado,2024-10-10,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MACHINE ELEVATOR LTDA,29,1029,Sem Nome,NULL,28030792000166.0,NULL,fechado,2024-10-10,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MACHINE ELEVATOR LTDA,30,1030,Sem Nome,NULL,28030792000166.0,NULL,fechado,2024-10-10,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EAR Locacao,31,1031,Sem Nome,NULL,4675969000113.0,NULL,fechado,2024-10-15,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Deseja pagar para criar modelo de texto,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EAR Locacao,32,1032,Sem Nome,NULL,4675969000113.0,NULL,fechado,2024-10-15,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOCMAXX LOCACAO DE EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,33,1033,Sem Nome,NULL,18601256000110.0,NULL,fechado,2024-10-16,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MRF LOCACAO E COMERCIO DE PRODUTOS ELETRONICOS LTDA,34,1034,Sem Nome,NULL,26383839000140.0,NULL,fechado,2024-10-16,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Exibir mais um endereco quando faturar,NULL,NULL,NULL,NULL,NULL,NULL,NULL
COSTA OESTE LOCACOES E SERVICOS LTDA,35,1035,Sem Nome,NULL,53571232000166.0,NULL,fechado,2024-10-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
COSTA OESTE LOCACOES E SERVICOS LTDA,36,1036,Sem Nome,NULL,53571232000166.0,NULL,fechado,2024-10-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Ordem de servico,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GREGORIO LOCACOES LTDA,37,1037,Sem Nome,NULL,42061856000117.0,NULL,fechado,2024-10-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kdois Locacao e Venda de Equipamento,38,1038,Sem Nome,NULL,47739682000112.0,NULL,fechado,2024-10-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kdois Locacao e Venda de Equipamento,39,1039,Sem Nome,NULL,47739682000112.0,NULL,fechado,2024-10-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24959973 CASSIO TORRES SANTANA,40,1040,Sem Nome,NULL,24959973000110.0,NULL,fechado,2024-10-18,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BBZIN ARTIGOS PARA BEBES LTDA,41,1041,Sem Nome,NULL,4686709000143.0,1.0,fechado,2024-10-18,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Grupo e Sub Grupo,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BBZIN ARTIGOS PARA BEBES LTDA,42,1042,Sem Nome,NULL,4686709000143.0,1.0,fechado,2024-10-18,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Impressao de etiqueta com codigo de barras,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BBZIN ARTIGOS PARA BEBES LTDA,43,1043,Sem Nome,NULL,4686709000143.0,1.0,fechado,2024-10-18,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AMZ LOCACOES E SERVICOS LTDA,44,1044,Sem Nome,NULL,39695588000180.0,NULL,fechado,2024-10-21,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Checklist,NULL,NULL,NULL,NULL,NULL,NULL,NULL
IMPACTO LOCACOES E COMERCIO LTDA,45,1045,Sem Nome,NULL,31573232000162.0,NULL,fechado,2024-10-21,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
IMPACTO LOCACOES E COMERCIO LTDA,46,1046,Sem Nome,NULL,31573232000162.0,NULL,fechado,2024-10-21,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Gestao de rotas,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ASCHTARTH SOUZA (Pestana Locacoes,47,1047,Sem Nome,NULL,24199236000167.0,NULL,fechado,2024-10-23,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Colher assinatura digital,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CRISTAL EVENTOS SERVICOS, ENGENHARIA E COMERCIO LTDA",48,1048,Sem Nome,NULL,28790172000125.0,NULL,fechado,2024-10-23,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,kitcomposicao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CRISTAL EVENTOS SERVICOS, ENGENHARIA E COMERCIO LTDA",49,1049,Sem Nome,NULL,28790172000125.0,NULL,fechado,2024-10-23,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Nivel de acesso para os usuarios,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MRF LOCACAO E COMERCIO DE PRODUTOS ELETRONICOS LTDA,50,1050,Sem Nome,NULL,26383839000140.0,NULL,fechado,2024-10-23,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Agrupar contratos por endereco,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Orlando Locfacil,51,1051,Sem Nome,NULL,57349369000121.0,NULL,fechado,2024-10-25,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Orlando Locfacil,52,1052,Sem Nome,NULL,57349369000121.0,NULL,fechado,2024-10-25,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Orlando Locfacil,53,1053,Sem Nome,NULL,57349369000121.0,NULL,fechado,2024-10-25,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Multiestoque x Multiempresa para fazer comodato,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Orlando Locfacil,54,1054,Sem Nome,NULL,57349369000121.0,NULL,fechado,2024-10-25,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Sublocacao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PERIM DISTRIBUIDORA E LOCACOES LTDA,55,1055,Sem Nome,NULL,38072980000100.0,NULL,fechado,2024-10-25,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Importacao de xml,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PERIM DISTRIBUIDORA E LOCACOES LTDA,56,1056,Sem Nome,NULL,38072980000100.0,NULL,fechado,2024-10-25,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Notificacao de vencimento,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PERIM DISTRIBUIDORA E LOCACOES LTDA,57,1057,Sem Nome,NULL,38072980000100.0,NULL,fechado,2024-10-25,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Reserva de locacao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AGL EQUIPAMENTOS E SERVICOS LTDA,58,1058,Sem Nome,NULL,52583210001040.0,NULL,fechado,2024-10-28,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Atos Locacoes,59,1059,Sem Nome,NULL,43651699000162.0,NULL,fechado,2024-10-28,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,kitcomposicao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PAULO MAZZA CONSTRUCAO CIVIL,60,1060,Sem Nome,NULL,88683460001180.0,NULL,fechado,2024-10-29,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PAULO MAZZA CONSTRUCAO CIVIL,61,1061,Sem Nome,NULL,8868346000118.0,NULL,fechado,2024-10-29,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PAULO MAZZA CONSTRUCAO CIVIL,62,1062,Sem Nome,NULL,8868346000118.0,NULL,fechado,2024-10-29,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao com Whatsapp,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ouro Maquinas,63,1063,Sem Nome,NULL,28957524000194.0,NULL,fechado,2024-10-30,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Notificacao de vencimento,NULL,NULL,NULL,NULL,NULL,NULL,NULL
O DE LIMA COMERCIO E LOCACAO LTDA,64,1064,Sem Nome,NULL,28105258000171.0,NULL,fechado,2024-10-31,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Notificacao de vencimento,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RLOK LOCACAO DE MAQUINAS E FERRAMENTAS LTDA,65,1065,Sem Nome,NULL,18332560000109.0,NULL,fechado,2024-10-31,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BED & BATH LOCACAO DE ENXOVAIS LTDA,66,1066,Sem Nome,NULL,43025082000131.0,NULL,fechado,2024-11-04,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao com o site,Sim,NULL,NULL,NULL,NULL,NULL,NULL
MTS LOCACAO DE EQUIPAMENTOS LTDA,67,1067,Sem Nome,NULL,28341819000131.0,NULL,fechado,2024-11-04,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SSF LOCACAO MANUTENCAO E VENDAS DE MAQUINAS LTDA,68,1068,Sem Nome,NULL,15332176000118.0,NULL,fechado,2024-11-05,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
SSF LOCACAO MANUTENCAO E VENDAS DE MAQUINAS LTDA,69,1069,Sem Nome,NULL,15332176000118.0,NULL,fechado,2024-11-05,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Sim,NULL,NULL,NULL,NULL,NULL,NULL
SSF LOCACAO MANUTENCAO E VENDAS DE MAQUINAS LTDA,70,1070,Sem Nome,NULL,15332176000118.0,NULL,fechado,2024-11-05,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Gera SPED Fiscal  SINTEGRA,Sim,NULL,NULL,NULL,NULL,NULL,NULL
SSF LOCACAO MANUTENCAO E VENDAS DE MAQUINAS LTDA,71,1071,Sem Nome,NULL,15332176000118.0,NULL,fechado,2024-11-05,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Importacao de xml,Sim,NULL,NULL,NULL,NULL,NULL,NULL
SSF LOCACAO MANUTENCAO E VENDAS DE MAQUINAS LTDA,72,1072,Sem Nome,NULL,15332176000118.0,NULL,fechado,2024-11-05,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Ordem de servico,Sim,NULL,NULL,NULL,NULL,NULL,NULL
KONSTRUMACK,73,1073,Sem Nome,NULL,90994625000109.0,NULL,fechado,2024-11-06,NULL,churn,NULL,NULL,NULL,NULL,Gestao de Pagamentos,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
KONSTRUMACK,74,1074,Sem Nome,NULL,90994625000109.0,NULL,fechado,2024-11-06,NULL,churn,NULL,NULL,NULL,NULL,Criar Pedido Aprovado direto no Contrato,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
KONSTRUMACK,75,1075,Sem Nome,NULL,90994625000109.0,NULL,fechado,2024-11-06,NULL,churn,NULL,NULL,NULL,NULL,Historico de movimentacao de Contratos,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
KONSTRUMACK,76,1076,Sem Nome,NULL,90994625000109.0,NULL,fechado,2024-11-06,NULL,churn,NULL,NULL,NULL,NULL,Problemas com a instabilidade da internet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
KPA EQUIPAMENTOS LTDA,77,1077,Sem Nome,NULL,57620225000168.0,NULL,fechado,2024-11-11,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,sim,NULL,NULL,NULL,NULL,NULL,NULL
KPA EQUIPAMENTOS LTDA,78,1078,Sem Nome,NULL,57620225000168.0,NULL,fechado,2024-11-11,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Faturamento automatico ,Sim,NULL,NULL,NULL,NULL,NULL,NULL
KPA EQUIPAMENTOS LTDA,79,1079,Sem Nome,NULL,57620225000168.0,NULL,fechado,2024-11-11,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Polimontagens Ltda,80,1080,Sem Nome,NULL,64307721000121.0,NULL,fechado,2024-11-12,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Polimontagens Ltda,81,1081,Sem Nome,NULL,64307721000121.0,NULL,fechado,2024-11-12,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Polimontagens Ltda,82,1082,Sem Nome,NULL,64307721000121.0,NULL,fechado,2024-11-12,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Relatorios de Centro de Custo e Plano de Contas,Sim,NULL,NULL,NULL,NULL,NULL,NULL
GF ENGENHARIA LTDA,83,1083,Sem Nome,NULL,44120411000196.0,NULL,fechado,2024-11-12,NULL,duvida,Como cancelar um pedido ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LIMA & HONORIO,84,1084,Sem Nome,NULL,12804171000152.0,NULL,fechado,2024-11-13,NULL,duvida,Data de expedicao incorreta,Expedicao,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,85,1085,Sem Nome,NULL,25019081000100.0,NULL,fechado,2024-11-13,NULL,duvida,Como Buscar CPJN  da empresa ,Cadastro  da empresa,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BBZIN ARTIGOS PARA BEBES LTDA,86,1086,Sem Nome,NULL,4686709000143.0,NULL,fechado,2024-11-13,NULL,churn,NULL,NULL,NULL,NULL,Reserva de locacao,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BBZIN ARTIGOS PARA BEBES LTDA,87,1087,Sem Nome,NULL,4686709000143.0,NULL,fechado,2024-11-13,NULL,churn,NULL,NULL,NULL,NULL,Campo 'vendedor' no pedido,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BBZIN ARTIGOS PARA BEBES LTDA,88,1088,Sem Nome,NULL,4686709000143.0,NULL,fechado,2024-11-13,NULL,churn,NULL,NULL,NULL,NULL,Grupo e Sub Grupo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BBZIN ARTIGOS PARA BEBES LTDA,89,1089,Sem Nome,NULL,4686709000143.0,NULL,fechado,2024-11-13,NULL,churn,NULL,NULL,NULL,NULL,Impressao de etiqueta com codigo de barras,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BBZIN ARTIGOS PARA BEBES LTDA,90,1090,Sem Nome,NULL,4686709000143.0,NULL,fechado,2024-11-13,NULL,churn,NULL,NULL,NULL,NULL,Relatorio de ROI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CHUBERT FERREIRA SCHUFFNER,91,1091,Sem Nome,NULL,54235891000194.0,NULL,fechado,2024-11-14,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Odometro,Sim,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,92,1092,Sem Nome,NULL,25019081000100.0,NULL,fechado,2024-11-14,NULL,duvida,Parcelamento do CAP,CAP,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,93,1093,Sem Nome,NULL,25019081000100.0,NULL,fechado,2024-11-14,NULL,duvida,Edicao de contrato ,Modelo de texto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,94,1094,Sem Nome,NULL,25019081000100.0,NULL,fechado,2024-11-14,NULL,duvida,Relatorios finacerios ,Relatorio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LIMA & HONORIO,95,1095,Sem Nome,NULL,12804171000152.0,NULL,fechado,2024-11-14,NULL,duvida,Anexiar  fotos no cadasro de produto ,Cadastro produto,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CC&G LOCADORA DE VEICULOS,96,1096,Sem Nome,NULL,56914866000162.0,NULL,fechado,2024-11-18,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Movimentacao Financeira,Sim,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,97,1097,Sem Nome,NULL,25019081000100.0,NULL,fechado,2024-11-18,NULL,duvida,Como editar novos modelos de texto ,Modelo de texto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CC&G LOCADORA DE VEICULOS,98,1098,Sem Nome,NULL,56914866000162.0,NULL,fechado,2024-11-18,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Asass,NULL,NULL,NULL,NULL,NULL
CC&G LOCADORA DE VEICULOS,99,1099,Sem Nome,NULL,56914866000162.0,NULL,fechado,2024-11-18,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Velo,NULL,NULL,NULL,NULL,NULL
GF ENGENHARIA LTDA,100,1100,Sem Nome,NULL,47420734000193.0,NULL,fechado,2024-11-19,NULL,duvida,NULL,Limpeza de banco de dados,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Amigo Construtor,101,1101,Sem Nome,NULL,16612188000169.0,NULL,fechado,2024-11-20,NULL,duvida,NULL,Expedicao,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Amigo Construtor,102,1102,Sem Nome,NULL,16612188000169.0,NULL,fechado,2024-11-20,NULL,duvida,NULL,Modelo de texto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Amigo Construtor,103,1103,Sem Nome,NULL,16612188000169.0,NULL,fechado,2024-11-20,NULL,duvida,NULL,Modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Amigo Construtor,104,1104,Sem Nome,NULL,16612188000169.0,NULL,fechado,2024-11-20,NULL,duvida,NULL,Tabela de Preco,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Amigo Construtor,105,1105,Sem Nome,NULL,16612188000169.0,NULL,fechado,2024-11-20,NULL,duvida,NULL,Cancelamento,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Amigo Construtor,106,1106,Sem Nome,NULL,16612188000169.0,NULL,fechado,2024-11-20,NULL,duvida,NULL,Patrimonio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,107,1107,Sem Nome,NULL,57411875000101.0,NULL,fechado,2024-11-20,NULL,duvida,Como  volta produto avariado para estoque ,Cadastro produto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
