razao_social,id,ticket,atendente,nome_fantasia,cnpj,cliente,status,data_abertura,card,tipo,titulo,meu_duvida,Bug,melhoria,churn,funcionalidade,impeditivo,sistema,descricao,chamado,hora,data_fechamento,hora_fechamento
BOTULOC LOCACOES E PINTURAS LTDA,215,1215,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-03,NULL,duvida,Relatorio itens a expedir ,Relatorio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,216,1216,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-03,NULL,duvida,Cobranca ,Cobranca ,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,217,1217,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-03,NULL,duvida,Impresao de pagina ,impressoes de documentos,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,218,1218,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-03,NULL,duvida,Oque seria um pedido ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,219,1219,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-03,NULL,duvida,duplicar pedido ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,220,1220,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-03,NULL,duvida,Patrimonio disponivel ,Patrimonio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,221,1221,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-03,NULL,duvida,Enceramento de contrato ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LUIS CARLOS LELECO,222,1222,Sem Nome,NULL,6294364000108.0,NULL,fechado,2025-01-03,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locar,NULL,NULL,NULL,NULL,NULL
ALUGAC LTDA,223,1223,Sem Nome,NULL,40270421000157.0,NULL,fechado,2025-01-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Colher assinatura digital,Sim,NULL,NULL,NULL,NULL,NULL,NULL
ALUGAC LTDA,224,1224,Sem Nome,NULL,40270421000157.0,NULL,fechado,2025-01-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Sim,NULL,NULL,NULL,NULL,NULL,NULL
FLAVIO PEREIRA DE SOUZA,225,1225,Sem Nome,NULL,30927936000123.0,NULL,fechado,2025-01-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Gestao de rotas,Nao,NULL,NULL,NULL,NULL,NULL,NULL
FLAVIO PEREIRA DE SOUZA,226,1226,Sem Nome,NULL,30927936000123.0,NULL,fechado,2025-01-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Assinatura Anual,Nao,NULL,NULL,NULL,NULL,NULL,NULL
FLAVIO PEREIRA DE SOUZA,227,1227,Sem Nome,NULL,30927936000123.0,NULL,fechado,2025-01-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Assinatura automatica do locador nos documentos,Nao,NULL,NULL,NULL,NULL,NULL,NULL
HS LOC LOCACOES,228,1228,Sem Nome,NULL,54985575000130.0,NULL,fechado,2025-01-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Notificacao de vencimento,Nao,NULL,NULL,NULL,NULL,NULL,NULL
HS LOC LOCACOES,229,1229,Sem Nome,NULL,54985575000130.0,NULL,fechado,2025-01-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Nao,NULL,NULL,NULL,NULL,NULL,NULL
HS LOC LOCACOES,230,1230,Sem Nome,NULL,54985575000130.0,NULL,fechado,2025-01-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Nao,NULL,NULL,NULL,NULL,NULL,NULL
CONSERLOC COMERCIO E LOCACAO DE MAQUINAS LTDA,231,1231,Sem Nome,NULL,28373883000102.0,NULL,fechado,2025-01-06,NULL,duvida,Como incluir um frete no produto,Cadastro de servico,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FLAVIO PEREIRA DE SOUZA,232,1232,Sem Nome,NULL,30927936000123.0,NULL,fechado,2025-01-06,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Agenda Boa,NULL,NULL,NULL,NULL,NULL
ALUGA-C LTDA,233,1233,Sem Nome,NULL,40270421000157.0,NULL,fechado,2025-01-06,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Asass,NULL,NULL,NULL,NULL,NULL
HS LOC LOCACOES,234,1234,Sem Nome,NULL,54985575000130.0,NULL,fechado,2025-01-06,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hibridus,NULL,NULL,NULL,NULL,NULL
Locafacil Juiz de Fora,235,1235,Sem Nome,NULL,33766727000133.0,NULL,fechado,2025-01-07,NULL,duvida,presonalizacoes do modelo de texto ,Modelo de texto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Locafacil Juiz de Fora,236,1236,Sem Nome,NULL,33766727000133.0,NULL,fechado,2025-01-07,NULL,duvida,Preenchimento modalidade na tabela de preco,Tabela de Preco,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Locafacil Juiz de Fora,237,1237,Sem Nome,NULL,33766727000133.0,NULL,fechado,2025-01-07,NULL,duvida,Problema na Exibicao do Endereco do Cliente nos Documentos Impressos,Modelo de texto,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MESSIM LOCACOES E CONSTRUCOES LTDA,238,1238,Sem Nome,NULL,36492814000138.0,NULL,fechado,2025-01-07,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Quantum,NULL,NULL,NULL,NULL,NULL
PROSUL EPI S E FERRAMENTAS LTDA,239,1239,Sem Nome,NULL,36339074000102.0,NULL,fechado,2025-01-08,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Sim,NULL,NULL,NULL,NULL,NULL,NULL
PROSUL EPI S E FERRAMENTAS LTDA,240,1240,Sem Nome,NULL,36339074000102.0,NULL,fechado,2025-01-08,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Nao,NULL,NULL,NULL,NULL,NULL,NULL
DHA MANUTENCAO E LOCACAO DE EQUIPAMENTOS LTDA,241,1241,Sem Nome,NULL,55668464000162.0,NULL,fechado,2025-01-08,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Sim,NULL,NULL,NULL,NULL,NULL,NULL
CONSERLOC COMERCIO E LOCACAO DE MAQUINAS LTDA,242,1242,Sem Nome,NULL,28373883000102.0,NULL,fechado,2025-01-08,NULL,duvida,Clausulas do contrato,Modelo de texto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L R N BARROS JUNIOR,243,1243,Sem Nome,NULL,58032224000165.0,1.0,fechado,2025-01-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Nao,NULL,NULL,NULL,NULL,NULL,NULL
L R N BARROS JUNIOR,244,1244,Sem Nome,NULL,58032224000165.0,1.0,fechado,2025-01-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Nao,NULL,NULL,NULL,NULL,NULL,NULL
L R N BARROS JUNIOR,245,1245,Sem Nome,NULL,58032224000165.0,1.0,fechado,2025-01-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Nao,NULL,NULL,NULL,NULL,NULL,NULL
L R N BARROS JUNIOR,246,1246,Sem Nome,NULL,58032224000165.0,1.0,fechado,2025-01-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Nao,NULL,NULL,NULL,NULL,NULL,NULL
VIA LOCADORA DE VEICULOS LTDA,247,1247,Sem Nome,NULL,50467409000190.0,NULL,fechado,2025-01-09,NULL,duvida,Como faz para fazer o teste?,Periodo de Teste,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,248,1248,Sem Nome,NULL,57411875000101.0,NULL,fechado,2025-01-09,NULL,duvida,Relatorio de faturameto  ,Relatorio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G DINIZ ALUGUEIS,249,1249,Sem Nome,NULL,12797859000152.0,NULL,fechado,2025-01-13,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Danny Materiais,250,1250,Sem Nome,NULL,16624800000113.0,NULL,fechado,2025-01-13,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Nivel de acesso para os usuarios,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,251,1251,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-13,NULL,duvida,Inseri logo,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,252,1252,Sem Nome,NULL,25019081000100.0,NULL,fechado,2025-01-13,NULL,duvida,Incluir informacoes do produto no documento do  pedido,Modelo de texto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,253,1253,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-01-13,NULL,duvida,Cadatro de modalidade ,Modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,254,1254,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-01-13,NULL,duvida,Inseri logo,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,255,1255,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-13,NULL,duvida,Ausencia de Endereco no Cabecalho dos Documentos Impressos,Modelo de texto,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,256,1256,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-01-13,NULL,duvida,Ausencia de Endereco no Cabecalho dos Documentos Impressos,Modelo de texto,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
JAIRO M B DA SILVA,257,1257,Sem Nome,NULL,26262486000120.0,NULL,fechado,2025-01-14,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Colher assinatura digital,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,258,1258,Sem Nome,NULL,25019081000100.0,1.0,fechado,2025-01-14,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Zerar sistema apos teste,Sem Resposta,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,259,1259,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-14,NULL,duvida,Cadastro de cliente ,Cadastro cliente,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,260,1260,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-14,NULL,duvida,Cadastro de produto ,Cadastro produto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,261,1261,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-14,NULL,duvida,Como fazer um pedido ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,262,1262,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-14,NULL,duvida,Como fazer uma devolucao ,Devolucao,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,263,1263,Sem Nome,NULL,25019081000100.0,NULL,fechado,2025-01-14,NULL,duvida,Trocar periodo continuo para nao continuo,Modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hoist Locacoes,264,1264,Sem Nome,NULL,50140116000102.0,NULL,fechado,2025-01-14,NULL,duvida,cadastro do segundo usuario ,Criar usuarios,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GRIDLOC LTDA,265,1265,Sem Nome,NULL,50269326000197.0,NULL,fechado,2025-01-14,NULL,duvida,cadastro do segundo usuario ,Criar usuarios,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,266,1266,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-14,NULL,duvida,Como fazer um Contrato ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,267,1267,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-14,NULL,duvida,Data do servico confusa,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,268,1268,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-14,NULL,duvida,Como fazer um Faturamento ,Faturamento,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,269,1269,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-01-15,NULL,duvida,Como editar clausulas do contrato,Modelo de texto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,270,1270,Sem Nome,NULL,57411875000101.0,NULL,fechado,2025-01-15,NULL,duvida,Fotos (Produtos e logo) em documentos impressos ,impressoes de documentos,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CGRI PROMOCAO DE VENDAS LTDA,271,1271,Sem Nome,NULL,48199051000110.0,NULL,fechado,2025-01-16,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Aplicativo ,Sim,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,272,1272,Sem Nome,NULL,25019081000100.0,1.0,fechado,2025-01-16,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Status do produto disponivel ou previsao no orcamento,Sem Resposta,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,273,1273,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-16,NULL,duvida,Cadastro de tabela de preco ,Cadastro tabela de preco,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,274,1274,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-16,NULL,duvida,Cadastro de Modalidade ,Cadastro modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FAST KITCHEN COZINHAS PROFISSIONAIS LTDA,275,1275,Sem Nome,NULL,18230150000157.0,NULL,fechado,2025-01-16,NULL,duvida,Cadastro de patrimonio ,Cadastro Patrimonio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FAST KITCHEN COZINHAS PROFISSIONAIS LTDA,276,1276,Sem Nome,NULL,18230150000157.0,NULL,fechado,2025-01-16,NULL,duvida,Cancelamento de pedido ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,277,1277,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-16,9300.0,duvida,Letra pequena ao imprimir,Modelo de texto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,278,1278,Sem Nome,NULL,25019081000100.0,NULL,fechado,2025-01-16,NULL,duvida,Deseja que saia no orcamento disponivel ou previsao de disponibilidade,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,279,1279,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-01-16,NULL,duvida,Cadastro de Modalidade ,Cadastro modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,280,1280,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-01-16,NULL,duvida,Renovacao de pedido ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,281,1281,Sem Nome,NULL,25019081000100.0,NULL,fechado,2025-01-16,NULL,duvida,Todas as fotos foram apagadas,Arquivos,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,282,1282,Sem Nome,NULL,25019081000100.0,NULL,fechado,2025-01-16,NULL,duvida,Ajustar periodo de locacao,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,283,1283,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-16,9281.0,duvida,Quando renovo na modalidade quantidade de dias ele nao puxa o valor da tabela,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,284,1284,Sem Nome,NULL,25019081000100.0,NULL,fechado,2025-01-16,NULL,duvida,Ao faturar nao quer que exiba o servico,Faturamento,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EJS COMERCIO E SERVICOS ,285,1285,Sem Nome,NULL,35167040000107.0,NULL,fechado,2025-01-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Checklist,Nao,NULL,NULL,NULL,NULL,NULL,NULL
EJS COMERCIO E SERVICOS ,286,1286,Sem Nome,NULL,35167040000107.0,NULL,fechado,2025-01-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Nao,NULL,NULL,NULL,NULL,NULL,NULL
EJS COMERCIO E SERVICOS ,287,1287,Sem Nome,NULL,35167040000107.0,NULL,fechado,2025-01-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Colher assinatura digital,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LIDERLOC LOCACOES DE MAQUINAS E EQUIPAMENTOS LTDA,288,1288,Sem Nome,NULL,54781902000131.0,NULL,fechado,2025-01-17,NULL,duvida,Erro no Calculo do Valor ao Aumentar a Quantidade de Produtos,Pedido,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,289,1289,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-17,NULL,duvida,Como adicionar servico no pedido ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Everaldo Rangel de Oliveira Junior,290,1290,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-01-17,NULL,duvida,Configura logo,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,291,1291,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-17,NULL,duvida,Configura logo,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,292,1292,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-17,NULL,duvida,Erro no Calculo do Valor ao Aumentar a Quantidade de Produtos,Pedido,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,293,1293,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-01-17,NULL,duvida,0 sobre Renovacao Indevida de Locacao e Exclusao de Receita,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,294,1294,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-17,NULL,duvida,0 do Cliente sobre Exibicao de Produtos em Caso de Troca,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOC SAL LTDA ,295,1295,Sem Nome,NULL,40073730000137.0,NULL,fechado,2025-01-20,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Sim,NULL,NULL,NULL,NULL,NULL,NULL
MICHAEL CORREIA DOS SANTOS ,296,1296,Sem Nome,NULL,34221626000140.0,NULL,fechado,2025-01-20,NULL,duvida,Colocar logo ,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MICHAEL CORREIA DOS SANTOS ,297,1297,Sem Nome,NULL,34221626000140.0,NULL,fechado,2025-01-20,NULL,duvida,cobranca ,Cobranca ,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,298,1298,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-01-20,NULL,duvida,O que e kit?,Kit e Composicao,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,299,1299,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-20,9405.0,duvida,"Quais tipos de arquivos anexa, qual tamanho",Arquivos,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MICHAEL CORREIA DOS SANTOS ,300,1300,Sem Nome,NULL,34221626000140.0,NULL,fechado,2025-01-20,NULL,duvida,Fatura de locacao ,Fatura de locacao ,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOC SAL LTDA ,301,1301,Sem Nome,NULL,40073730000137.0,NULL,fechado,2025-01-20,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locar,NULL,NULL,NULL,NULL,NULL
Polimontagens Ltda,302,1302,Sem Nome,NULL,NULL,NULL,fechado,2025-01-20,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mastermaq,NULL,NULL,NULL,NULL,NULL
Polimontagens Ltda,303,1303,Sem Nome,NULL,64307721000121.0,NULL,fechado,2025-01-20,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mastermaq,NULL,NULL,NULL,NULL,NULL
O DE LIMA COMERCIO E LOCACAO LTDA,304,1304,Sem Nome,NULL,NULL,NULL,fechado,2025-01-20,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NBS,NULL,NULL,NULL,NULL,NULL
HELIO VERCESI JUNIOR,305,1305,Sem Nome,NULL,23718753000132.0,NULL,fechado,2025-01-20,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Web contro,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,306,1306,Sem Nome,NULL,25019081000100.0,NULL,fechado,2025-01-21,NULL,duvida,altera a logo ,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SUPERLOC LOCACAO DE EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,307,1307,Sem Nome,NULL,39903063000193.0,NULL,fechado,2025-01-21,NULL,duvida,altera a logo ,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,308,1308,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-01-21,NULL,duvida,Cria  2o usuario ,Criar usuarios,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MARCIO EDUARDO DE CARVALHO SILVA,309,1309,Sem Nome,NULL,47169569000149.0,NULL,fechado,2025-01-21,NULL,duvida,Cadastro de  cliente ,Cadastro cliente,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,310,1310,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-01-21,NULL,duvida,Parcelamento da cobranca ,CAR,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SUPERLOC LOCACAO DE EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,311,1311,Sem Nome,NULL,39903063000193.0,NULL,fechado,2025-01-21,NULL,duvida,Problema na Exibicao do Endereco do Cliente nos Documentos Impressos,Modelo de texto,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SUPERLOC LOCACAO DE EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,312,1312,Sem Nome,NULL,39903063000193.0,NULL,fechado,2025-01-21,NULL,duvida,Adicinar obiservacao no pedido ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CASSIANO MARCIE,313,1313,Sem Nome,NULL,48516636000117.0,NULL,fechado,2025-01-21,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ADM,NULL,NULL,NULL,NULL,NULL
B4SE SERVICOS E COMERCIO LTDA,314,1314,Sem Nome,NULL,7542761000114.0,NULL,fechado,2025-01-22,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Comissao ,Sim,NULL,NULL,NULL,NULL,NULL,NULL
PAULO SERGIO GOMES CERQUILHO,315,1315,Sem Nome,NULL,13021646000105.0,NULL,fechado,2025-01-22,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
ANDAIMES PARNAIBA,316,1316,Sem Nome,NULL,26453291000167.0,NULL,fechado,2025-01-22,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Mais de um modelo de texto Contrato,Sim,NULL,NULL,NULL,NULL,NULL,NULL
ANDAIMES PARNAIBA,317,1317,Sem Nome,NULL,26453291000167.0,NULL,fechado,2025-01-22,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Colher assinatura digital,Sim,NULL,NULL,NULL,NULL,NULL,NULL
CRISTIANO OTAVIO CORSICO KLUPPELL LTDA,318,1318,Sem Nome,NULL,6089509000139.0,NULL,fechado,2025-01-22,NULL,duvida,cancelamento de pedido ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CRISTIANO OTAVIO CORSICO KLUPPELL LTDA,319,1319,Sem Nome,NULL,6089509000139.0,NULL,fechado,2025-01-22,NULL,duvida,Como preencher os preco do kit ,Kit e Composicao,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
